"o1"	"o2"	"o3"	"o4"	"o5"	"o6"	"o7"	"o8"	"o9"	"o10"	"o11"	"o12"	"o13"	"o14"	"o15"	"o16"	"o17"	"o18"	"o19"	"o20"	"o21"	"o22"	"o23"	"k1"	"k2"	"k3"	"k4"	"k5"	"k6"	"k7"	"k8"	"k10"	"k11"	"k12"	"k13"	"k14"	"k15"	"k16"	"k17"	"k18"	"k19"	"k20"	"k21"	"k22"	"k23"	"k24"	"k25"	"k26"	"k27"	"k28"	"k29"	"k30"	"leseferism.etatism"	"mat_econimic"	"mat_social"	"father_edu"	"mother_edu"	"year_at_uni"	"uni_programme"	"work_experience"	"hometown_size"	"birthdate"	"gender"	"age"	"eduprog4"	"eduprog3"	"knowIV"	"opinionIV"
"186"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	3	4	2	"PHD+"	"higher_edu"	"BA_3"	"Sociology"	"1_year+"	">100k"	1990	"male"	25	"SSH"	"SSHA"	0	0
"187"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	4	3	2	"high_school"	"high_school"	"BA_3"	"Sociology"	"1_year+"	">100k"	1991	"male"	24	"SSH"	"SSHA"	0	0
"188"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	0	1	1	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	7	3	3	"higher_edu"	"higher_edu"	"MA_1"	"Sociology"	"1_year+"	">100k"	1990	"female"	25	"SSH"	"SSHA"	0	0
"189"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	4	3	"high_school"	"high_school"	"BA_3"	"Sociology"	"No_experience"	"<1k"	1992	"female"	23	"SSH"	"SSHA"	0	0
"190"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	1	0	1	1	0	0	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	NA	NA	NA	"higher_edu"	"higher_edu"	"BA_3"	"Demography"	"No_experience"	">100k"	1993	"female"	22	"SSH"	"SSHA"	0	0
"191"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	1	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	5	3	2	"higher_edu"	"higher_edu"	"BA_2"	"Math/CS"	"No_experience"	"5k-20k"	1994	"female"	21	"STEM"	"STEM"	0	0
"192"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	4	3	3	"higher_edu"	"higher_edu"	"BA_3"	"Demography"	"1_year+"	">100k"	1992	"female"	23	"SSH"	"SSHA"	0	0
"193"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	7	3	2	"high_school"	"vocational"	"BA_3"	"Demography"	"Up_to_1_year"	">100k"	1993	"female"	22	"SSH"	"SSHA"	0	0
"194"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	1	1	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	7	2	3	"higher_edu"	"high_school"	"BA_3"	"Demography"	"No_experience"	"5k-20k"	1993	"male"	22	"SSH"	"SSHA"	0	0
"195"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	0	0	1	1	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	1	6	2	2	"higher_edu"	"higher_edu"	"BA_3"	"Demography"	"Up_to_1_year"	"5k-20k"	NA	"female"	NA	"SSH"	"SSHA"	0	0
"196"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	4	3	3	"higher_edu"	"high_school"	"BA_3"	"Demography"	"1_year+"	"5k-20k"	1992	"female"	23	"SSH"	"SSHA"	0	0
"197"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	0	0	1	1	0	0	1	1	0	0	1	0	1	1	1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	3	3	2	"PHD+"	"higher_edu"	"BA_3"	"Demography"	"No_experience"	">100k"	1993	"female"	22	"SSH"	"SSHA"	0	0
"198"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	0	1	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	NA	NA	NA	"high_school"	"higher_edu"	"BA_3"	"Demography"	"Up_to_1_year"	">100k"	1993	"female"	22	"SSH"	"SSHA"	0	0
"199"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	1	1	1	1	7	3	2	"higher_edu"	"vocational"	"BA_3"	"Sociology"	NA	NA	NA	"female"	NA	"SSH"	"SSHA"	0	0
"200"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	1	1	1	1	1	0	1	7	2	3	"vocational"	"high_school"	"BA_2"	"Demography"	"Up_to_1_year"	"20k-100k"	1993	"female"	22	"SSH"	"SSHA"	0	0
"201"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	1	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	3	3	2	"higher_edu"	"higher_edu"	"BA_2"	"Demography"	"Up_to_1_year"	">100k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"202"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	1	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	0	1	1	1	6	2	3	"vocational"	"high_school"	"BA_2"	"Math/CS"	"Up_to_1_year"	"20k-100k"	1991	"male"	24	"STEM"	"STEM"	0	0
"203"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	1	1	NA	1	NA	0	0	0	0	NA	1	1	NA	1	1	0	1	0	0	0	NA	0	1	NA	NA	NA	NA	NA	NA	3	3	3	"higher_edu"	"high_school"	"BA_2"	"Math/CS"	"1_year+"	"20k-100k"	1995	"female"	20	"STEM"	"STEM"	1	0
"204"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	5	3	4	"higher_edu"	"higher_edu"	"BA_2"	"Math/CS"	"Up_to_1_year"	">100k"	1993	"male"	22	"STEM"	"STEM"	0	0
"205"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	1	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	0	1	7	3	2	"higher_edu"	"higher_edu"	"BA_3"	"Math/CS"	"1_year+"	"20k-100k"	1993	"female"	22	"STEM"	"STEM"	0	0
"206"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	5	3	3	"PHD+"	"PHD+"	"BA_2"	"Math/CS"	"Up_to_1_year"	">100k"	1993	"male"	22	"STEM"	"STEM"	0	0
"207"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	0	1	1	1	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	3	3	3	"higher_edu"	"high_school"	"BA_3"	"Math/CS"	"No_experience"	"20k-100k"	1992	"female"	23	"STEM"	"STEM"	0	0
"208"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	0	1	1	0	0	0	1	0	1	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	7	3	4	"high_school"	"high_school"	"BA_1"	"Math/CS"	"1_year+"	"<1k-5k"	1995	"female"	20	"STEM"	"STEM"	0	0
"209"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	5	4	4	"higher_edu"	"higher_edu"	"BA_1"	"Math/CS"	"Up_to_1_year"	">100k"	1995	"male"	20	"STEM"	"STEM"	0	0
"210"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	5	3	3	"high_school"	"vocational"	"BA_2"	"Management"	"1_year+"	"20k-100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0
"211"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	1	0	1	0	5	3	2	"higher_edu"	"higher_edu"	"BA_2"	"Management"	"No_experience"	">100k"	1993	"female"	22	"EBMF"	"EBMF"	0	0
"212"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	5	3	3	"vocational"	"high_school"	"BA_2"	"Management"	"1_year+"	"5k-20k"	1993	"female"	22	"EBMF"	"EBMF"	0	0
"213"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	1	0	1	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	4	4	1	"high_school"	"vocational"	"BA_2"	"Management"	"1_year+"	"5k-20k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"214"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	0	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	0	0	0	0	1	0	1	1	0	1	1	1	6	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Management"	"Up_to_1_year"	">100k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"215"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Disagree"	1	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	5	3	2	"high_school"	"high_school"	"BA_2"	"Management"	"Up_to_1_year"	">100k"	1991	"female"	24	"EBMF"	"EBMF"	0	0
"216"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	1	0	0	1	0	1	4	3	3	"higher_edu"	"high_school"	"BA_2"	"Management"	"1_year+"	"5k-20k"	1994	"male"	21	"EBMF"	"EBMF"	0	0
"217"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	0	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	2	4	3	"higher_edu"	"higher_edu"	"BA_3"	"Management"	"1_year+"	"20k-100k"	1991	"male"	24	"EBMF"	"EBMF"	0	0
"218"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	0	1	0	0	1	0	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	NA	NA	NA	"high_school"	"vocational"	"BA_2"	"Management"	"1_year+"	"5k-20k"	1993	"female"	22	"EBMF"	"EBMF"	0	0
"219"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	5	3	4	"vocational"	"vocational"	"BA_2"	"Management"	"Up_to_1_year"	"5k-20k"	1993	"female"	22	"EBMF"	"EBMF"	0	0
"220"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	0	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	5	2	3	"higher_edu"	"higher_edu"	"BA_2"	"Management"	"Up_to_1_year"	"20k-100k"	1992	"female"	23	"EBMF"	"EBMF"	0	0
"221"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	1	1	1	6	3	2	"vocational"	"vocational"	"BA_2"	"Management"	"Up_to_1_year"	"20k-100k"	1993	"female"	22	"EBMF"	"EBMF"	0	0
"222"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	5	3	2	"PHD+"	"higher_edu"	"BA_2"	"Management"	"No_experience"	">100k"	1996	"female"	19	"EBMF"	"EBMF"	0	0
"223"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	1	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	6	3	2	"PHD+"	"PHD+"	"BA_2"	"Math/CS"	"No_experience"	">100k"	1994	"female"	21	"STEM"	"STEM"	0	0
"224"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	4	2	NA	"PHD+"	"BA_2"	"Management"	"1_year+"	">100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0
"225"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	0	0	1	1	1	0	0	0	1	0	1	1	1	0	0	1	1	0	1	0	0	1	1	1	0	1	1	1	1	2	3	3	"vocational"	"high_school"	"BA_2"	"Management"	"Up_to_1_year"	"5k-20k"	1993	"male"	22	"EBMF"	"EBMF"	0	0
"226"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	0	1	1	1	0	1	0	1	NA	NA	1	0	1	0	1	1	1	0	NA	0	0	NA	NA	NA	NA	1	NA	NA	NA	5	3	3	"vocational"	"vocational"	"BA_2"	"Management"	"Up_to_1_year"	">100k"	1993	"female"	22	"EBMF"	"EBMF"	1	0
"227"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	0	1	2	4	3	"high_school"	"high_school"	"BA_2"	"Management"	"Up_to_1_year"	"20k-100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0
"228"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	0	0	1	1	4	2	3	"high_school"	"higher_edu"	"BA_2"	"Management"	"1_year+"	"5k-20k"	1992	"female"	23	"EBMF"	"EBMF"	0	0
"229"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	1	4	3	3	"higher_edu"	"high_school"	"BA_2"	"Management"	"No_experience"	"5k-20k"	1994	"male"	21	"EBMF"	"EBMF"	0	0
"230"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	3	3	3	"high_school"	"high_school"	"BA_2"	"Management"	"Up_to_1_year"	"5k-20k"	1993	"female"	22	"EBMF"	"EBMF"	0	0
"231"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	0	1	1	0	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	4	3	3	"PHD+"	"PHD+"	"BA_2"	"Management"	"1_year+"	"20k-100k"	1992	"male"	23	"EBMF"	"EBMF"	0	0
